file_name,file_hash,size_bytes,encoding,separator,sheet_names,uploaded_by,uploaded_at,status,duplicate_of
2024-12_finanzas.csv,3ecd05ccb389224c5833c57d294dd9a71af8a8d8c1e640340c0cbc79c435adf3,8792,utf-8-sig,",",(),demo.user@asteria.example,2026-07-18T02:47:11.585361+00:00,received,
2024-12_operaciones.csv,ba0a4c45a2dd69b7b772e1b37fef27add22b89b0625bbfdc95fe1a7baf5607a7,8719,utf-8-sig,",",(),demo.user@asteria.example,2026-07-18T02:47:11.661157+00:00,received,
2024-12_ventas.csv,60dd740e83918d0d346ae56d60218f2962e898b6c26e8f64661389cfa9572200,8132,utf-8-sig,",",(),demo.user@asteria.example,2026-07-18T02:47:11.715015+00:00,received,
2025-01_compras.csv,00d4a2aaf0bdeca6a173adde32e7e9d015b9c92185c350ebd5246a664b88b0f5,8599,utf-8-sig,",",(),demo.user@asteria.example,2026-07-18T02:47:11.795797+00:00,received,
2025-01_finanzas.csv,dfd0d3537ac3017c29fcff4fcbe65345fc5d4efaa1412edadb9296df35d6f093,8780,utf-8-sig,",",(),demo.user@asteria.example,2026-07-18T02:47:11.888551+00:00,received,
2025-01_operaciones.csv,52e781d245df98c78febf0bca973607a6b28de072d676d99e5774b24e1564588,8594,utf-8-sig,",",(),demo.user@asteria.example,2026-07-18T02:47:11.972325+00:00,received,
2025-01_ventas.csv,e829084938bf012149c1c5b5070f064655592ee4d682f8d67d3feb4b3a47287e,8020,utf-8-sig,",",(),demo.user@asteria.example,2026-07-18T02:47:12.024187+00:00,received,
2025-02_compras.csv,943e9684670321b6d7364e4170c291136b34ea32ef42bdf3ae5f7f8153bd18ef,8663,utf-8-sig,",",(),demo.user@asteria.example,2026-07-18T02:47:12.085023+00:00,received,
2025-02_finanzas.csv,811d97ccd493eb1c8fe7586aecfde8f4c69666c35474e43d3da0ad0d65e8b6c4,8877,utf-8-sig,",",(),demo.user@asteria.example,2026-07-18T02:47:12.153839+00:00,received,
2025-02_operaciones.csv,1135c57d904aa4173e488ddf2c4b812414f1c72b6f2389f70e51edeba0549ab5,8661,utf-8-sig,",",(),demo.user@asteria.example,2026-07-18T02:47:12.216672+00:00,received,
2025-02_ventas.csv,24fcd4923a40e9c36a97aae32750fd65336023113868e82d09f39a162754b4c6,8157,utf-8-sig,",",(),demo.user@asteria.example,2026-07-18T02:47:12.253573+00:00,received,
2025-03_compras.csv,c95d3ed6d51ec3ba25a9cec7637b47dd666efa1a0b4340d760ff4c028ffc88a4,8689,utf-8-sig,;,(),demo.user@asteria.example,2026-07-18T02:47:12.289476+00:00,received,
2025-03_finanzas.csv,45e185d4afba7c1dc056d8ecfcdd481ac795edc86401eefc046df8455457f386,8795,utf-8-sig,;,(),demo.user@asteria.example,2026-07-18T02:47:12.329370+00:00,received,
2025-03_operaciones.csv,f9307baad606c1f27b357596f973e4f036d77dd1fbfcc2af4c9b69d22975834a,8683,utf-8-sig,;,(),demo.user@asteria.example,2026-07-18T02:47:12.372354+00:00,received,
2025-03_ventas.csv,a25886e4a92cec7276cbf05a952bf7654ea71be27c78b4c55c8d4b37e3036644,8246,utf-8-sig,;,(),demo.user@asteria.example,2026-07-18T02:47:12.409297+00:00,received,
2025-04_compras.csv,2d1e10f5cab139366dce5b37ce735f1ad0a53909ebc8225a3349dc086b3571bb,8790,utf-8-sig,",",(),demo.user@asteria.example,2026-07-18T02:47:12.451186+00:00,received,
2025-04_finanzas.csv,4280b267e46c041fb3f547ab944537e6e78a16fc3a107251f08b451e8d699b72,8864,utf-8-sig,",",(),demo.user@asteria.example,2026-07-18T02:47:12.505998+00:00,received,
2025-04_operaciones.csv,a1b73169c178b4960c3dd77d278d0ea5aa268926b1e5440f8d3e5f7141b438ae,8682,utf-8-sig,",",(),demo.user@asteria.example,2026-07-18T02:47:12.548882+00:00,received,
2025-04_ventas.csv,d98dba860274d7a8161ba7fcc2d5b7cbaf4c72154c7a3d1b13a040d4b210228b,8269,utf-8-sig,",",(),demo.user@asteria.example,2026-07-18T02:47:12.603735+00:00,received,
2025-05_compras.csv,586a03f9233dc52788ba6c17b1794014e7966a8e5b779a88fcacc11036d63eba,8704,utf-8-sig,",",(),demo.user@asteria.example,2026-07-18T02:47:12.670558+00:00,received,
2025-05_finanzas.csv,a469b7eab86b06c4b78b16a7a060d67d091b6dc9956c71414a481de01d8e8ebc,8832,utf-8-sig,",",(),demo.user@asteria.example,2026-07-18T02:47:12.731395+00:00,received,
2025-05_operaciones.csv,eaba602cc0b061285d92b2e8152ea4c15f430c246367d46fa1b86dd123908f2e,8679,utf-8-sig,",",(),demo.user@asteria.example,2026-07-18T02:47:12.793229+00:00,received,
2025-05_ventas.csv,296d68de0e89a9c84b3099e267f203587af74a808520bd9ef78fe3178ad0383b,8190,utf-8-sig,",",(),demo.user@asteria.example,2026-07-18T02:47:12.836115+00:00,received,
2025-06_compras.csv,a875c662bc48987c2ef41333f175e37a9a193fd41eb14fe498f9cce2331d06b4,8634,utf-8-sig,",",(),demo.user@asteria.example,2026-07-18T02:47:12.884984+00:00,received,
2025-06_finanzas.csv,0fe9d732b3a2b20b1347ce2b420349ed860ba2c9f503caf2e889cdd61b31331f,8824,utf-8-sig,",",(),demo.user@asteria.example,2026-07-18T02:47:12.923878+00:00,received,
2025-06_operaciones.csv,fe7011c10628e1cd913212222135af5cdbaac3f2bd6af536de6913c3e6cd474d,8695,utf-8-sig,",",(),demo.user@asteria.example,2026-07-18T02:47:12.963770+00:00,received,
2025-06_ventas.csv,ca358ec38d30a9299e23107e37f12c0ed55a8b0a8a38c9bc97ed2856f1aacf6b,8088,utf-8-sig,",",(),demo.user@asteria.example,2026-07-18T02:47:12.991738+00:00,received,
2025-07_compras.csv,9d66a0797119ef4bed57aadc1983b2682ec745c8065464a38890ba08376901f3,8599,utf-8-sig,;,(),demo.user@asteria.example,2026-07-18T02:47:13.026602+00:00,received,
2025-07_finanzas.csv,400bf61decb06e1f248a09337c5372d593d033a4e59e00b386531b66b09ddac3,8743,utf-8-sig,;,(),demo.user@asteria.example,2026-07-18T02:47:13.068492+00:00,received,
2025-07_operaciones.csv,40247c18507664165f0ee58b8b875a9a75d5fea47ab5c0060332cad9f2de5711,8713,utf-8-sig,;,(),demo.user@asteria.example,2026-07-18T02:47:13.105391+00:00,received,
2025-07_ventas.csv,a06e253e69dd6960898083984ab3489f627ef1cc2fec2229fe97db4d23aac537,8103,utf-8-sig,;,(),demo.user@asteria.example,2026-07-18T02:47:13.140820+00:00,received,
2025-08_compras.csv,5e9a92d58a4a4e52a3d08d3930ea517d1950010285cf77411414d991491c5d1e,8717,utf-8-sig,",",(),demo.user@asteria.example,2026-07-18T02:47:13.194678+00:00,received,
2025-08_finanzas.csv,c51daec5e74e16ea0ba558fbd3632003280e527909ae0ba8e9351186b74b5bcb,8940,utf-8-sig,",",(),demo.user@asteria.example,2026-07-18T02:47:13.242548+00:00,received,
2025-08_operaciones.csv,ecbdf537591109cedb3f34a2621d678b6e7edf465139bc86eb3df9c3d93091de,8703,utf-8-sig,",",(),demo.user@asteria.example,2026-07-18T02:47:13.283481+00:00,received,
2025-08_ventas.csv,47bb59a9aae67c41a4ca734725b73225479fddebd136f4da0b3b093fef0f7545,8198,utf-8-sig,",",(),demo.user@asteria.example,2026-07-18T02:47:13.324619+00:00,received,
2025-09_compras.csv,c8e849699a41e1820cb103d5142ee5396a57953504fa7b37d3266abf40548f82,8803,utf-8-sig,",",(),demo.user@asteria.example,2026-07-18T02:47:13.365509+00:00,received,
2025-09_finanzas.csv,22d66ebbb78a6613ccb5a18cacd202f583d58c5499ad451d88de475f0cca6a18,8905,utf-8-sig,",",(),demo.user@asteria.example,2026-07-18T02:47:13.412385+00:00,received,
2025-09_operaciones.csv,1b3e03d74ca8e8e23ecf0fbb473d2d5ae7e3285695171ab9bea6df076740345b,8879,utf-8-sig,",",(),demo.user@asteria.example,2026-07-18T02:47:13.456266+00:00,received,
2025-09_ventas.csv,b5fbf97b032887515b9105e66d1b3bfe62a4bb0c1467a03c28636abf67785929,8272,utf-8-sig,",",(),demo.user@asteria.example,2026-07-18T02:47:13.503141+00:00,received,
2025-10_compras.csv,aabc39956784d6325d861dd1a62ce8bb26f45f7afd87181668eefd35fdbad0b2,8665,utf-8-sig,",",(),demo.user@asteria.example,2026-07-18T02:47:13.554006+00:00,received,
2025-10_finanzas.csv,912378d7363c3db1f0f0fe0f5bf8d5917595a648a75c3fb9f6696383b6fff7ea,8864,utf-8-sig,",",(),demo.user@asteria.example,2026-07-18T02:47:13.606865+00:00,received,
2025-10_operaciones.csv,60e269c2280d38980258c4276ac3276bf330b712456bb9244b338f8ad75af8b3,8704,utf-8-sig,",",(),demo.user@asteria.example,2026-07-18T02:47:13.648752+00:00,received,
2025-10_ventas.csv,4f1767477c78b0b4567305d65f231962e719466a5b2eabfc98fc4483ddeb3062,8169,utf-8-sig,",",(),demo.user@asteria.example,2026-07-18T02:47:13.696666+00:00,received,
2025-11_compras.csv,600561ba0b785a0d706ee3a3151dca901f5b4efd398199d8acb3cae67cb1ab2a,8717,utf-8-sig,;,(),demo.user@asteria.example,2026-07-18T02:47:13.741504+00:00,received,
2025-11_finanzas.csv,e9ceb45c6972584c5ab693afac356c3696c545e2156a7c35e0aded64e79a909f,8921,utf-8-sig,;,(),demo.user@asteria.example,2026-07-18T02:47:13.780400+00:00,received,
2025-11_operaciones.csv,e4cf2a19dd3ebd9ab58a22a9d7d28386dccfa74de43cd76221021d9a39753a42,8709,utf-8-sig,;,(),demo.user@asteria.example,2026-07-18T02:47:13.822288+00:00,received,
2025-11_ventas.csv,ee5e2a2f0632c08d2c65597940b9cd65be35c4d0dde9d9136c76910f95ac64a0,8185,utf-8-sig,;,(),demo.user@asteria.example,2026-07-18T02:47:13.855246+00:00,received,
2025-12_compras.csv,672544ef3b6be0c3aa2ec3dee51b37d9ead15089f3dfe37fd603da797389d775,8701,utf-8-sig,",",(),demo.user@asteria.example,2026-07-18T02:47:13.895094+00:00,received,
2025-12_finanzas.csv,c64015ec5b3c9b4d640d88535056b7a80a8621286717282d1a6f2691e4216c0c,8801,utf-8-sig,",",(),demo.user@asteria.example,2026-07-18T02:47:13.937023+00:00,received,
2025-12_operaciones.csv,e4ef3a2d1bd8d19d319ac7b0e973101512789186cc133c4016f62ed1515e3cc5,8723,utf-8-sig,",",(),demo.user@asteria.example,2026-07-18T02:47:13.985851+00:00,received,
2025-12_ventas.csv,81d7a8d92c56b43b4010a05efe36e31dc5c07c0026f0ec3c44321e76411167fb,8272,utf-8-sig,",",(),demo.user@asteria.example,2026-07-18T02:47:14.037713+00:00,received,
2026-01_compras.csv,bcbcba9329853f6c6b1398e8076cc4ef46b8850857f21eb8a28471b0cd97f2b8,8604,utf-8-sig,",",(),demo.user@asteria.example,2026-07-18T02:47:14.085586+00:00,received,
2026-01_finanzas.csv,b78beeb32324eb9333a046e9c072fd42dec27967c021eed4a618c17763fe0b65,8762,utf-8-sig,",",(),demo.user@asteria.example,2026-07-18T02:47:14.126477+00:00,received,
2026-01_operaciones.csv,962ad7f22add3cdf9c2bc4b9892038056f423371fbd253d8be245900f08a36c1,8701,utf-8-sig,",",(),demo.user@asteria.example,2026-07-18T02:47:14.174346+00:00,received,
2026-01_ventas.csv,a9a6e580e390db77e8f640fa1885959c012dbb894bb4133fff86edab816b7df2,8185,utf-8-sig,",",(),demo.user@asteria.example,2026-07-18T02:47:14.215237+00:00,received,
2026-02_compras.csv,26df31c2a2e0cfa34257a5e7736609b1e4c46fe4c4b72be4d1c2cfb48283afab,8775,utf-8-sig,",",(),demo.user@asteria.example,2026-07-18T02:47:14.262112+00:00,received,
2026-02_finanzas.csv,869a9c69161aaa3d8ea8abe9edd4c6dd3aaab7f73266612051105173d94e19ef,8806,utf-8-sig,",",(),demo.user@asteria.example,2026-07-18T02:47:14.303002+00:00,received,
2026-02_operaciones.csv,f2c91fb72c1fb9f405149f4b46eb11339cbe9fd2d935406adcfa7c497dce8abe,8767,utf-8-sig,",",(),demo.user@asteria.example,2026-07-18T02:47:14.351873+00:00,received,
2026-02_ventas.csv,b4e4c5ca8d2da64d96ccbb2e8e8559204bb49c9d13d978f4778a00a00b1feb47,8128,utf-8-sig,",",(),demo.user@asteria.example,2026-07-18T02:47:14.409718+00:00,received,
2026-03_compras.csv,a57884e0ae0acf10156cfd0fff872018ecf0b13cebcd07bd81da6144d8f67d80,8705,utf-8-sig,;,(),demo.user@asteria.example,2026-07-18T02:47:14.466567+00:00,received,
2026-03_finanzas.csv,29060afd79fee32ef5147a35cfcca841d74e411af9afa4b424b6607d20c2948d,8826,utf-8-sig,;,(),demo.user@asteria.example,2026-07-18T02:47:14.521458+00:00,received,
2026-03_operaciones.csv,f121d5937d1b9227c4572522d41c4a894156d41bab81ae2eef0bff076d4f3d91,8627,utf-8-sig,;,(),demo.user@asteria.example,2026-07-18T02:47:14.569292+00:00,received,
2026-03_ventas.csv,543d81c6024efd602657ed8d20c265395ab0b7352df6efc87fb9d15c64f7db8b,8145,utf-8-sig,;,(),demo.user@asteria.example,2026-07-18T02:47:14.604199+00:00,received,
2026-04_compras.csv,819676af8e0be78731f7b197bce867a2f832c49c2bb94d814dc73013c1aaeb14,8730,utf-8-sig,",",(),demo.user@asteria.example,2026-07-18T02:47:14.646085+00:00,received,
2026-04_finanzas.csv,da945a34e81b2cd9587b7f79fa15d928d45a293887143ab4623934e6ba6a02ca,8971,utf-8-sig,",",(),demo.user@asteria.example,2026-07-18T02:47:14.694955+00:00,received,
2026-04_operaciones.csv,93f10a5ce9f9e0bf62ec8d4f70681041a368b720416bcecfbbddc8d6147446c4,8661,utf-8-sig,",",(),demo.user@asteria.example,2026-07-18T02:47:14.749809+00:00,received,
2026-04_ventas.csv,b19fdcc0a43d2ef9ce40f7b09182c5efdd8fd39c18658f7a1d65a49320417f8f,8140,utf-8-sig,",",(),demo.user@asteria.example,2026-07-18T02:47:14.789041+00:00,received,
2026-05_compras.csv,8bfdcf416a0e32fb490feaa4aba79bec7bcbb3118d98f5ef730fd59b9765a272,8760,utf-8-sig,",",(),demo.user@asteria.example,2026-07-18T02:47:14.831966+00:00,received,
2026-05_finanzas.csv,700e5cad856ddd610ea9910f043a5e86799ef639a778f66976fcac4c8ab65c0a,8942,utf-8-sig,",",(),demo.user@asteria.example,2026-07-18T02:47:14.874809+00:00,received,
2026-05_operaciones.csv,6d9ae53fb03b8561fcb6476bddf7157460bab1ac37408e04886a13315cdbcfed,8713,utf-8-sig,",",(),demo.user@asteria.example,2026-07-18T02:47:14.914525+00:00,received,
2026-05_ventas.csv,08a7f57f160635601f9aff8b1eeee4b5f00e5f99d2556bb8829ab5d56ddc382d,8177,utf-8-sig,",",(),demo.user@asteria.example,2026-07-18T02:47:14.945442+00:00,received,
2026-06_compras.csv,30a233c659104ff3b862544514aadc54b6f6a5e3eeb08a2eb1f72261cadd4d23,8696,utf-8-sig,",",(),demo.user@asteria.example,2026-07-18T02:47:14.981390+00:00,received,
2026-06_finanzas.csv,d58f6c5dc532e1edd77bbf5708d3404b5f24f8ff03546d3410b506dcb2ed6b24,9031,utf-8-sig,",",(),demo.user@asteria.example,2026-07-18T02:47:15.027130+00:00,received,
2026-06_operaciones.csv,4bbd72539e82d1698e35cac1e52bce8b89ad3fbbb026b59fa39576e3f65fc205,8790,utf-8-sig,",",(),demo.user@asteria.example,2026-07-18T02:47:15.071014+00:00,received,
2026-06_ventas.csv,c072596b56ec666442bd7cfa4ba113a8a54ff6d1ad6b6166abb8f4cbc3810e05,8110,utf-8-sig,",",(),demo.user@asteria.example,2026-07-18T02:47:15.108913+00:00,received,
2026-06_ventas_DUPLICATE.csv,c072596b56ec666442bd7cfa4ba113a8a54ff6d1ad6b6166abb8f4cbc3810e05,8110,utf-8-sig,",",(),demo.user@asteria.example,2026-07-18T02:47:15.146811+00:00,duplicate,2026-06_ventas.csv
