run_id,source_file,user,started_at,completed_at,processing_time_ms,rows_received,rows_accepted,rows_rejected,quality_score,status
ec62a4bb-cff3-473a-a6b6-188d701a1670,2025-06_finanzas.csv,demo.user@asteria.example,2026-07-18T02:47:12.925872+00:00,2026-07-18T02:47:12.952843+00:00,38,95,94,1,99.98,completed
36c7a45d-29eb-45f4-bb83-6c492ff4dcbc,2025-06_operaciones.csv,demo.user@asteria.example,2026-07-18T02:47:12.964768+00:00,2026-07-18T02:47:12.987753+00:00,34,95,95,0,100.0,completed
d796210c-8777-4b33-8a9f-64d0c18acd60,2025-06_ventas.csv,demo.user@asteria.example,2026-07-18T02:47:12.992736+00:00,2026-07-18T02:47:13.015633+00:00,26,95,95,0,100.0,completed
3ed178b8-5777-40bb-9588-eb2ee0eb46a1,2025-07_compras.csv,demo.user@asteria.example,2026-07-18T02:47:13.027600+00:00,2026-07-18T02:47:13.056524+00:00,39,95,95,0,100.0,completed
177a99ff-8af5-4f45-a5bb-985e44280376,2025-07_finanzas.csv,demo.user@asteria.example,2026-07-18T02:47:13.070485+00:00,2026-07-18T02:47:13.093467+00:00,36,95,95,0,100.0,completed
b238b54b-8e35-48ec-9207-33229128a421,2025-07_operaciones.csv,demo.user@asteria.example,2026-07-18T02:47:13.106390+00:00,2026-07-18T02:47:13.137307+00:00,43,96,94,2,99.53,completed
b05816a6-7413-413b-b607-a225028a98aa,2025-07_ventas.csv,demo.user@asteria.example,2026-07-18T02:47:13.142815+00:00,2026-07-18T02:47:13.178728+00:00,40,95,93,2,99.95,completed
f22663ce-d6eb-447d-8d93-334f0eb2f239,2025-08_compras.csv,demo.user@asteria.example,2026-07-18T02:47:13.196676+00:00,2026-07-18T02:47:13.230581+00:00,51,95,94,1,99.98,completed
35789bc3-64b3-42ff-a577-d4144e6bedd7,2025-08_finanzas.csv,demo.user@asteria.example,2026-07-18T02:47:13.243545+00:00,2026-07-18T02:47:13.272470+00:00,40,96,94,2,99.77,completed
78cbb35e-c55e-4814-837a-82a6a0d3f097,2025-08_operaciones.csv,demo.user@asteria.example,2026-07-18T02:47:13.285434+00:00,2026-07-18T02:47:13.313360+00:00,40,95,94,1,99.98,completed
52ef2c45-064a-44d2-8d8b-40c3067d6cf5,2025-08_ventas.csv,demo.user@asteria.example,2026-07-18T02:47:13.326614+00:00,2026-07-18T02:47:13.354580+00:00,39,95,95,0,100.0,completed
fceec308-9373-4f91-8dd3-69686abc85b9,2025-09_compras.csv,demo.user@asteria.example,2026-07-18T02:47:13.366507+00:00,2026-07-18T02:47:13.400417+00:00,45,96,94,2,99.53,completed
22baa64a-6573-4919-a01f-d6f49eb49d7b,2025-09_finanzas.csv,demo.user@asteria.example,2026-07-18T02:47:13.413424+00:00,2026-07-18T02:47:13.444301+00:00,43,96,93,3,99.38,completed
b7506798-6cfc-4481-814e-2d42585bc527,2025-09_operaciones.csv,demo.user@asteria.example,2026-07-18T02:47:13.458261+00:00,2026-07-18T02:47:13.492172+00:00,46,97,94,3,99.54,completed
93fb8304-e212-4222-80d4-604011600346,2025-09_ventas.csv,demo.user@asteria.example,2026-07-18T02:47:13.504139+00:00,2026-07-18T02:47:13.537051+00:00,44,96,95,1,99.79,completed
8f233ee8-b576-48d5-8af5-2c6a83197080,2025-10_compras.csv,demo.user@asteria.example,2026-07-18T02:47:13.556001+00:00,2026-07-18T02:47:13.590908+00:00,52,95,94,1,99.98,completed
6302a4c5-0beb-491f-bf8d-9dce61e17912,2025-10_finanzas.csv,demo.user@asteria.example,2026-07-18T02:47:13.608859+00:00,2026-07-18T02:47:13.631799+00:00,40,95,95,0,100.0,completed
1e5440ea-5d13-4a3f-8e2b-4708f8ec1ed6,2025-10_operaciones.csv,demo.user@asteria.example,2026-07-18T02:47:13.650747+00:00,2026-07-18T02:47:13.678672+00:00,45,95,94,1,99.74,completed
1ab8f357-32c7-4bcf-846f-b32ce045e9e2,2025-10_ventas.csv,demo.user@asteria.example,2026-07-18T02:47:13.697663+00:00,2026-07-18T02:47:13.729580+00:00,50,95,94,1,99.98,completed
56c55f95-d478-43f9-8edb-f6570a852db9,2025-11_compras.csv,demo.user@asteria.example,2026-07-18T02:47:13.742501+00:00,2026-07-18T02:47:13.768435+00:00,37,95,95,0,100.0,completed
c3c8a990-ba91-4b52-af9d-388fe520a5a4,2025-11_finanzas.csv,demo.user@asteria.example,2026-07-18T02:47:13.781397+00:00,2026-07-18T02:47:13.811319+00:00,41,96,95,1,99.79,completed
ffe45c58-ffcf-40f1-801f-888689f429e9,2025-11_operaciones.csv,demo.user@asteria.example,2026-07-18T02:47:13.823285+00:00,2026-07-18T02:47:13.850215+00:00,38,95,94,1,99.98,completed
74a78e88-d6b1-4f1f-a843-5cbfd4e9b363,2025-11_ventas.csv,demo.user@asteria.example,2026-07-18T02:47:13.856240+00:00,2026-07-18T02:47:13.883125+00:00,32,95,95,0,100.0,completed
ba8e17e7-6ff4-4f6b-b302-a4d46b27a70b,2025-12_compras.csv,demo.user@asteria.example,2026-07-18T02:47:13.897090+00:00,2026-07-18T02:47:13.924018+00:00,40,95,95,0,100.0,completed
f6fdb98f-c72f-492a-9b03-fb34216e9a42,2025-12_finanzas.csv,demo.user@asteria.example,2026-07-18T02:47:13.938025+00:00,2026-07-18T02:47:13.971889+00:00,46,95,94,1,99.98,completed
c5e2d828-2a0b-4d8c-825d-1780ead3d676,2025-12_operaciones.csv,demo.user@asteria.example,2026-07-18T02:47:13.986849+00:00,2026-07-18T02:47:14.025745+00:00,52,95,94,1,99.98,completed
fc42ad0e-b95f-4ff2-b615-b1bf3223c66a,2025-12_ventas.csv,demo.user@asteria.example,2026-07-18T02:47:14.038711+00:00,2026-07-18T02:47:14.073618+00:00,46,96,93,3,99.61,completed
ac368535-3af5-4f61-a4cb-81c82ec9ea34,2026-01_compras.csv,demo.user@asteria.example,2026-07-18T02:47:14.086624+00:00,2026-07-18T02:47:14.114508+00:00,40,95,92,3,99.45,completed
ccb991f7-e40d-4a98-9966-abde73e543c8,2026-01_finanzas.csv,demo.user@asteria.example,2026-07-18T02:47:14.128471+00:00,2026-07-18T02:47:14.162382+00:00,46,95,94,1,99.98,completed
604a614b-d8e4-45af-b6bd-8867319c7de1,2026-01_operaciones.csv,demo.user@asteria.example,2026-07-18T02:47:14.175344+00:00,2026-07-18T02:47:14.203271+00:00,40,96,93,3,99.27,completed
19ea6ede-8647-4437-8672-71dc0826f64d,2026-01_ventas.csv,demo.user@asteria.example,2026-07-18T02:47:14.216235+00:00,2026-07-18T02:47:14.250187+00:00,46,96,95,1,99.79,completed
17e9ec3e-3c82-4e03-b846-1eff6490aed5,2026-02_compras.csv,demo.user@asteria.example,2026-07-18T02:47:14.263110+00:00,2026-07-18T02:47:14.292035+00:00,40,96,94,2,99.77,completed
4e3298a0-afa7-4cfa-b504-45b06f4cc272,2026-02_finanzas.csv,demo.user@asteria.example,2026-07-18T02:47:14.304998+00:00,2026-07-18T02:47:14.339906+00:00,47,95,94,1,99.98,completed
1854baad-7e7c-4fe2-adce-28f711dac2f4,2026-02_operaciones.csv,demo.user@asteria.example,2026-07-18T02:47:14.352916+00:00,2026-07-18T02:47:14.405731+00:00,64,96,94,2,99.77,completed
87502027-ae98-473f-a3de-859c86914121,2026-02_ventas.csv,demo.user@asteria.example,2026-07-18T02:47:14.410715+00:00,2026-07-18T02:47:14.441633+00:00,34,95,95,0,100.0,completed
2c7d5267-4d79-4d7a-a20d-830f21ca153d,2026-03_compras.csv,demo.user@asteria.example,2026-07-18T02:47:14.469558+00:00,2026-07-18T02:47:14.499478+00:00,56,95,94,1,99.98,completed
7bdbcbde-91d6-4d2c-ad07-cfecf0d4e743,2026-03_finanzas.csv,demo.user@asteria.example,2026-07-18T02:47:14.523454+00:00,2026-07-18T02:47:14.551341+00:00,50,95,94,1,99.84,completed
a78ec3e8-cb0a-46bc-965e-9e27f4328740,2026-03_operaciones.csv,demo.user@asteria.example,2026-07-18T02:47:14.570330+00:00,2026-07-18T02:47:14.599212+00:00,46,95,93,2,99.95,completed
828d550c-c411-4451-9353-fddf87f15769,2026-03_ventas.csv,demo.user@asteria.example,2026-07-18T02:47:14.605196+00:00,2026-07-18T02:47:14.635116+00:00,34,95,94,1,99.74,completed
e5f5bb37-d613-4fe5-b9a5-0ec98d2f91a6,2026-04_compras.csv,demo.user@asteria.example,2026-07-18T02:47:14.648080+00:00,2026-07-18T02:47:14.680993+00:00,44,95,94,1,99.98,completed
48074a97-385c-41f8-9406-b408ac4a6b2b,2026-04_finanzas.csv,demo.user@asteria.example,2026-07-18T02:47:14.696949+00:00,2026-07-18T02:47:14.736845+00:00,54,97,94,3,99.43,completed
cc3e894d-6733-453d-a845-7ab64c8d65a0,2026-04_operaciones.csv,demo.user@asteria.example,2026-07-18T02:47:14.750806+00:00,2026-07-18T02:47:14.785714+00:00,48,95,92,3,99.79,completed
bced8660-49b1-4177-ba45-b2bf2e4c4752,2026-04_ventas.csv,demo.user@asteria.example,2026-07-18T02:47:14.791033+00:00,2026-07-18T02:47:14.819958+00:00,33,95,94,1,99.74,completed
ca2f4ca2-c46f-41c4-b3f6-e95cda4b6635,2026-05_compras.csv,demo.user@asteria.example,2026-07-18T02:47:14.832922+00:00,2026-07-18T02:47:14.862841+00:00,41,95,95,0,100.0,completed
4dcf273b-4201-4301-9c46-cc2f290f9239,2026-05_finanzas.csv,demo.user@asteria.example,2026-07-18T02:47:14.876846+00:00,2026-07-18T02:47:14.903734+00:00,40,96,95,1,99.79,completed
7432e5ef-1254-4b0a-8115-3b7c8f146798,2026-05_operaciones.csv,demo.user@asteria.example,2026-07-18T02:47:14.916519+00:00,2026-07-18T02:47:14.942491+00:00,37,95,95,0,100.0,completed
705d549e-cf4a-4d6f-9a30-7660c60f97cb,2026-05_ventas.csv,demo.user@asteria.example,2026-07-18T02:47:14.947436+00:00,2026-07-18T02:47:14.970376+00:00,27,95,95,0,100.0,completed
f89dc228-b729-4be0-94c4-2af79e61d48b,2026-06_compras.csv,demo.user@asteria.example,2026-07-18T02:47:14.983382+00:00,2026-07-18T02:47:15.015258+00:00,43,95,92,3,99.56,completed
7f6b4939-4ed4-44ef-8350-92943fa6665a,2026-06_finanzas.csv,demo.user@asteria.example,2026-07-18T02:47:15.029125+00:00,2026-07-18T02:47:15.059092+00:00,42,97,94,3,99.54,completed
b5ca2708-5c14-418b-b561-5f6114de8a90,2026-06_operaciones.csv,demo.user@asteria.example,2026-07-18T02:47:15.072012+00:00,2026-07-18T02:47:15.105924+00:00,46,96,95,1,99.79,completed
b3709e9d-92dd-4583-b039-d311081c02a1,2026-06_ventas.csv,demo.user@asteria.example,2026-07-18T02:47:15.109914+00:00,2026-07-18T02:47:15.143821+00:00,37,95,94,1,99.98,completed
f9a2fb57-a640-447e-8337-d63e07934a8b,2026-06_ventas_DUPLICATE.csv,demo.user@asteria.example,2026-07-18T02:47:15.148805+00:00,2026-07-18T02:47:15.148805+00:00,4,95,0,0,0.0,duplicate_skipped
